blocker_primary_category,can_owner_override_external_fact_truth_as_source_backed,next_required_action,owner_decision_options,owner_route,platform_scope,priority_class,recommended_primary_eligibility_lane,retrieval_target_id,target_field_path,field_name,separation_bucket,source_seed_title,source_seed_url,source_seed_summary,source_seed_quality
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_PAYOUT_RULES_PAYOUT_RULES_FORECASTEX_IBKR_FORECASTEX_IBKR_OFFICIAL_RULEBOOKS_PAYOUT_RULES,pr151.target_fields.forecastex_ibkr.venue_source_required.venue_payout_rules.payout_rules,payout_rules,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,IBKR Prediction Markets; ForecastEx risk disclosure/rulebook,https://www.interactivebrokers.com/predictionmarkets/en/home.php | https://data.forecastex.com/regulatory/ForecastEx_LLC_Rulebook.pdf,IBKR prediction-market page describes ForecastEx contracts typically settling at $0 or $1; rulebook/risk disclosure can provide exact settlement/payout rules.,STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,KALSHI,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_PAYOUT_RULES_PAYOUT_RULES_KALSHI_KALSHI_OFFICIAL_RULEBOOKS_PAYOUT_RULES,pr151.target_fields.kalshi.venue_source_required.venue_payout_rules.payout_rules,payout_rules,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,Kalshi Market Settlement; Settlement SDK model,https://docs.kalshi.com/getting_started/market_settlement | https://docs.kalshi.com/python-sdk/models/Settlement,"Kalshi settlement docs/model describe market_result, payout value, fees, and position resolution.",STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_RATE_LIMITS_RATE_LIMITS_FORECASTEX_IBKR_FORECASTEX_IBKR_OFFICIAL_API_DOCS_RATE_LIMITS,pr151.target_fields.forecastex_ibkr.venue_source_required.venue_rate_limits.rate_limits,rate_limits,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,IBKR Web API rate limits,https://www.interactivebrokers.com/campus/ibkr-api-page/webapi-doc/ | https://www.interactivebrokers.com/campus/ibkr-api-page/cpapi-v1/,IBKR docs describe global 10 requests/sec and 429/penalty-box behavior.,STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P1,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_RECONCILIATION_SEMANTICS_RECONCILIATION_SEMANTICS_FORECASTEX_IBKR_FORECASTEX_IBKR_OFFICIAL_API_DOCS_RECONCILIATION_SEMANTICS,pr151.target_fields.forecastex_ibkr.venue_source_required.venue_reconciliation_semantics.reconciliation_semantics,reconciliation_semantics,PUBLIC_OFFICIAL_RETRIABLE__PARTIAL_SEED_TARGET_NEEDS_SCOPE_CHECK,IBKR Event Contracts; Web API trading/account/portfolio docs,https://www.interactivebrokers.com/campus/ibkr-api-page/event-contracts/ | https://www.interactivebrokers.com/campus/ibkr-api-page/webapi-doc/,"IBKR docs seed position netting, order status, executions, portfolio/account reconciliation.",PARTIAL_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,KALSHI,P1,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_RECONCILIATION_SEMANTICS_RECONCILIATION_SEMANTICS_KALSHI_KALSHI_OFFICIAL_API_DOCS_RECONCILIATION_SEMANTICS,pr151.target_fields.kalshi.venue_source_required.venue_reconciliation_semantics.reconciliation_semantics,reconciliation_semantics,PUBLIC_OFFICIAL_RETRIABLE__PARTIAL_SEED_TARGET_NEEDS_SCOPE_CHECK,"Kalshi settlement, fills, WebSocket, orderbook docs",https://docs.kalshi.com/getting_started/market_settlement | https://docs.kalshi.com/getting_started/quick_start_websockets | https://docs.kalshi.com/api-reference/market/get-market-orderbook,"Kalshi docs seed settlement, fill notifications, orderbook, and order/fill field reconciliation.",PARTIAL_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,POLYMARKET,P1,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_RECONCILIATION_SEMANTICS_RECONCILIATION_SEMANTICS_POLYMARKET_POLYMARKET_OFFICIAL_API_DOCS_RECONCILIATION_SEMANTICS,pr151.target_fields.polymarket.venue_source_required.venue_reconciliation_semantics.reconciliation_semantics,reconciliation_semantics,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,Polymarket cancel/order docs; orderbook; public methods,https://docs.polymarket.com/trading/orders/cancel | https://docs.polymarket.com/trading/orderbook | https://docs.polymarket.com/trading/clients/public,"Polymarket docs include bucket_index/match_time reconciliation, orderbook hash, current/closed positions and accounting snapshot endpoints.",STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_SDK_BEHAVIOR_SDK_BEHAVIOR_FORECASTEX_IBKR_FORECASTEX_IBKR_OFFICIAL_SDK_DOCS_SDK_BEHAVIOR,pr151.target_fields.forecastex_ibkr.venue_source_required.venue_sdk_behavior.sdk_behavior,sdk_behavior,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,IBKR TWS API; Web API docs,https://www.interactivebrokers.com/campus/ibkr-api-page/trader-workstation-api/ | https://www.interactivebrokers.com/campus/ibkr-api-page/webapi-doc/,"IBKR docs define Web API/TWS API behavior, gateway/session constraints, and supported code systems.",STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,POLYMARKET,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_SDK_BEHAVIOR_SDK_BEHAVIOR_POLYMARKET_POLYMARKET_OFFICIAL_SDK_DOCS_SDK_BEHAVIOR,pr151.target_fields.polymarket.venue_source_required.venue_sdk_behavior.sdk_behavior,sdk_behavior,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,Polymarket quickstart / public / L1 / L2 methods,https://docs.polymarket.com/trading/quickstart | https://docs.polymarket.com/trading/clients/public | https://docs.polymarket.com/trading/clients/l1 | https://docs.polymarket.com/trading/clients/l2,"Polymarket docs define SDK clients, public/L1/L2 method scopes, order signing and authenticated methods.",STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,KALSHI,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_SETTLEMENT_RULES_SETTLEMENT_RULES_KALSHI_KALSHI_OFFICIAL_FEE_TICK_SETTLEMENT_DOCS_SETTLEMENT_RULES,pr151.target_fields.kalshi.venue_source_required.venue_settlement_rules.settlement_rules,settlement_rules,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,Kalshi Market Settlement,https://docs.kalshi.com/getting_started/market_settlement | https://docs.kalshi.com/fix/market-settlement,"Kalshi docs describe settlement timing, fees, rounding, and settlement reports.",STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,POLYMARKET,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_SETTLEMENT_RULES_SETTLEMENT_RULES_POLYMARKET_POLYMARKET_OFFICIAL_FEE_TICK_SETTLEMENT_DOCS_SETTLEMENT_RULES,pr151.target_fields.polymarket.venue_source_required.venue_settlement_rules.settlement_rules,settlement_rules,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,Polymarket Order Lifecycle; Redeem Tokens; Trading Overview,https://docs.polymarket.com/concepts/order-lifecycle | https://docs.polymarket.com/trading/ctf/redeem | https://docs.polymarket.com/trading/overview,"Polymarket docs describe signed orders, onchain settlement, and redeeming winning tokens after resolution.",STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,FORECASTEX_IBKR,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_TICK_RULES_TICK_RULES_FORECASTEX_IBKR_FORECASTEX_IBKR_OFFICIAL_FEE_TICK_SETTLEMENT_DOCS_TICK_RULES,pr151.target_fields.forecastex_ibkr.venue_source_required.venue_tick_rules.tick_rules,tick_rules,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,IBKR minTick / reqMarketRule; ForecastEx rulebook,https://interactivebrokers.github.io/tws-api/minimum_increment.html | https://www.interactivebrokers.com/campus/ibkr-api-page/tws-api-error-codes/ | https://data.forecastex.com/regulatory/ForecastEx_LLC_Rulebook.pdf,IBKR docs define minimum increments/minTick and reqMarketRule; ForecastEx rulebook can supplement contract-specific tick/price rules.,STRONG_PUBLIC_OFFICIAL_SEED
EXACT_VALUE_NOT_VISIBLE,False,BROADER_PUBLIC_OFFICIAL_SOURCE_SEARCH_OR_OWNER_LOCATOR_REQUIRED,"['OWNER_OVERRIDE_BLOCKER', 'OWNER_APPROVE_BLOCKER_OR_CANDIDATE_FOR_NEXT_REVIEW', 'OWNER_PROVIDE_VALUE', 'OWNER_DISAPPROVE']",PR153R_RETRY_CAPTURE,KALSHI,P0,EXTERNAL_SOURCE_VALUE_CAPTURE_TARGET,PR151_PR150_VENUE_SOURCE_REQUIRED_VENUE_TICK_RULES_TICK_RULES_KALSHI_KALSHI_OFFICIAL_FEE_TICK_SETTLEMENT_DOCS_TICK_RULES,pr151.target_fields.kalshi.venue_source_required.venue_tick_rules.tick_rules,tick_rules,PUBLIC_OFFICIAL_SOURCE_RETRIABLE,Kalshi Fixed-Point Migration,https://docs.kalshi.com/getting_started/fixed_point_migration,Kalshi docs define price level structures and tick rules per market.,STRONG_PUBLIC_OFFICIAL_SEED
